Number,MP_id,Chemical Formula,Bv,Br,Gr,poisson_ratio,Rx,Aw,H_predicted,e_above_hull
1,mp-1001602,B12W,239.0,239.0,82.0,0.29,1.93,97.3255,21.40994993269154,0.28235888897435846
2,mp-1001788,ZrB6,179.0,179.0,2.0,0.39,2.06,51.0175,46.6203615273916,0.40229190380952495
3,mp-1001826,VN,225.0,225.0,13.0,0.45,1.71,32.4741,23.745955955172555,0.3269294699999996
4,mp-1001834,HfN,172.0,172.0,45.0,0.31,2.08,96.24835,16.605790984557935,0.9899383749999995
5,mp-1001916,HfN,197.0,197.0,86.0,0.31,2.08,96.24835,14.745030441305394,0.2713162400000009
6,mp-10020,ScC,142.0,142.0,68.0,0.29,1.84,28.483306,10.456068087001219,0.3085164303571437
7,mp-1002105,VN,264.0,264.0,192.0,0.16,1.71,32.4741,34.21293439430066,0.6783686049999993
8,mp-1002124,HfC,163.0,163.0,23.0,0.41,2.08,95.25035,14.25267940798051,0.6414215250000002
9,mp-10030,RuC,342.0,334.0,74.0,0.38,1.78,56.54035,24.152993906880482,0.6487312799999998
10,mp-10046,V2AsC,203.0,203.0,110.0,0.26,1.71,45.95793333333334,17.105746645887777,0
11,mp-10055,Co2B4Mo,303.0,302.0,178.0,0.25,1.9,55.228064999999994,24.261732181623316,0.011681339285716241
12,mp-10057,VCoB3,291.0,287.0,203.0,0.21,1.71,40.228565,27.09245589532933,0
13,mp-10059,ZrCo3B2,244.0,244.0,122.0,0.27,2.06,53.656065000000005,19.484486440626696,0.011640041666664658
14,mp-10065,UFe3B2,237.0,228.0,126.0,0.26,1.75 ang,101.56163666666667,20.429336115364535,0
15,mp-1007881,FeB,242.0,236.0,144.0,0.24,1.56,33.328,21.04668489988606,0.006205907499999164
16,mp-1008483,CdN,103.0,97.0,11.0,0.42,1.61,63.20885,10.170117896184284,0.9406183313100005
17,mp-1008487,BW,341.0,341.0,182.0,0.27,1.93,97.3255,25.94494427174167,0.011545221249999571
18,mp-1008625,W2C,306.0,300.0,156.0,0.28,1.93,97.92535000000001,23.169977366283085,0.13711337000000157
19,mp-1008630,WC,358.0,358.0,199.0,0.23,1.93,97.92535000000001,32.32623313946666,0.9152278900000006
20,mp-1008632,V2C,219.0,219.0,64.0,0.32,1.71,31.4761,17.630202899194103,0.017705261666666416
21,mp-1008635,WC,249.0,249.0,3.0,0.48,1.93,97.92535000000001,46.369279066711826,0.6728753849999993
22,mp-1008798,ReN2,355.0,300.0,121.0,0.33,1.88,100.10685,25.359678617710046,0.23183031254000142
23,mp-1008805,ReC2,335.0,317.0,199.0,0.24,1.88,99.10884999999999,28.4700897300092,0.4789517108333339
24,mp-1008835,OsC2,370.0,347.0,187.0,0.27,1.85,101.12035,28.50642585636679,0.5998804700000004
25,mp-1008918,CdN,143.0,143.0,47.0,0.35,1.61,63.20885,10.431984414769564,0.8404801988100004
26,mp-1008922,CuN,205.0,205.0,63.0,0.36,1.45,38.77635,14.389096454422377,0.8306398788100005
27,mp-1008929,FeN,195.0,195.0,86.0,0.3,1.56,34.92585,14.743099605917953,0.3865156849999991
28,mp-1009130,MnN,239.0,239.0,57.0,0.39,1.61,34.4723725,16.09975624438797,0
29,mp-1009218,MoC,246.0,246.0,7.0,0.47,1.9,53.97535,33.09898011319755,0.5842500824999988
30,mp-1009458,NbC,197.0,197.0,78.0,0.32,1.98,52.45854,14.235864117295359,0.5928790033333335
31,mp-1009471,NbN,316.0,316.0,170.0,0.23,1.98,53.45654,28.786872533801457,0.640369784999999
32,mp-1009540,OsC,256.0,256.0,14.0,0.46,1.85,101.12035,27.49614345243164,0.7182718950000009
33,mp-1009548,PdN,188.0,188.0,44.0,0.39,1.69,60.21335,13.584828512547604,0.93922036881
34,mp-1009735,ReC,413.0,409.0,223.0,0.26,1.88,99.10884999999999,31.541507802929118,0.26498010124999993
35,mp-1009750,ScN,141.0,141.0,39.0,0.35,1.84,29.481306,10.344994343408802,0.3026731199999997
36,mp-1009770,RuN,233.0,233.0,39.0,0.41,1.78,57.538349999999994,17.80299445886,0.07114109381000056
37,mp-1009787,RuC,313.0,313.0,22.0,0.44,1.78,56.54035,30.06558174333575,0.9087174999999998
38,mp-1009792,RuC,223.0,223.0,51.0,0.39,1.78,56.54035,15.864614058411581,0.4535905099999997
39,mp-1009831,TaN,355.0,355.0,150.0,0.26,2.0,97.47729,30.850945923909578,0.8162796533333356
40,mp-1009832,TaC,225.0,225.0,81.0,0.34,2.0,96.47928999999999,16.00674826158142,0.5179577149999997
41,mp-1009836,ZrN,249.0,249.0,40.0,0.38,2.06,52.61535,20.798842811570914,0.884293744999999
42,mp-1009838,ZrN,241.0,239.0,117.0,0.28,2.06,52.61535,18.570477142769327,0.37058145499999995
43,mp-1009894,ZrC,135.0,135.0,33.0,0.37,2.06,51.61735,10.110080044948184,0.6132600900000007
44,mp-1010,MnB4,266.0,256.0,232.0,0.15,1.61,32.8745225,34.9153782193435,0.017570125000000658
45,mp-10113,ScBIr3,238.0,238.0,115.0,0.28,1.84,82.661304,19.14914699498022,0
46,mp-10118,Mn3B4,236.0,232.0,165.0,0.21,1.61,32.8745225,22.782463405706935,0
47,mp-10132,UB2Os3,297.0,297.0,136.0,0.3,1.85,146.35663666666667,22.004213787997486,0
48,mp-10133,Sc3BPb,79.0,79.0,65.0,0.18,1.84,87.65563733333333,10.095898147473909,0
49,mp-10136,Ti2ReB2,254.0,252.0,188.0,0.2,1.88,81.62833333333333,25.948328879536646,0
50,mp-10139,Sc3SnB,83.0,83.0,68.0,0.17,1.84,58.15897066666667,11.47537167168066,0.007751572166666776
51,mp-10140,Sc3TlB,74.0,74.0,54.0,0.21,1.84,86.71673733333331,7.768845590430379,0.03538100466666627
52,mp-10142,Ta3B4,296.0,296.0,205.0,0.22,2.0,95.87944,26.808254273874887,0
53,mp-1014227,Ti2ZnN,151.0,148.0,99.0,0.23,1.76,42.42756666666667,14.210046401555376,0
54,mp-1014244,ZrZnN2,177.0,177.0,74.0,0.31,2.06,56.8799,13.20326016785942,0
55,mp-1014246,ZrB,167.0,165.0,71.0,0.29,2.06,51.0175,13.611079674251636,0.3295970775000008
56,mp-1014251,HfZnN2,185.0,184.0,80.0,0.3,2.08,85.96856666666667,14.585662095803192,0
57,mp-1014252,Hf3ZnN,151.0,149.0,88.0,0.25,2.08,85.96856666666667,13.656272922600374,0
58,mp-1014257,Ti3ZnN,147.0,145.0,91.0,0.24,1.76,42.42756666666667,13.385316626552642,0
59,mp-1014265,Zr2N,174.0,173.0,78.0,0.28,2.06,52.61535,14.528778714704314,0
60,mp-1014307,ZrC,215.0,203.0,112.0,0.26,2.06,51.61735,18.136702258669963,0.168519872500001
61,mp-1014373,CrN2,102.0,102.0,20.0,0.41,1.66,33.0014,7.020946013810065,0.3416061292066672
62,mp-10144,B2W,298.0,292.0,130.0,0.29,1.93,97.3255,23.16638133482916,0.25751716333333263
63,mp-1014460,Cr3N4,138.0,125.0,138.0,0.1,1.66,33.0014,32.629668636182764,0.2844524396600008
64,mp-1014993,CrN2,207.0,207.0,70.0,0.33,1.66,33.0014,15.126483744480895,0.28894612837333256
65,mp-1016108,TiZnN2,155.0,154.0,55.0,0.34,1.76,42.42756666666667,10.93042110232924,0
66,mp-1016601,Mg6NbC,45.0,36.0,25.0,0.22,1.98,43.07402666666667,4.322509139815143,0.4296273646504529
67,mp-1017532,VN,360.0,345.0,206.0,0.24,1.71,32.4741,28.84433031992787,0.10796184249999996
68,mp-1017533,YN,143.0,142.0,70.0,0.25,2.12,51.456275,13.70033179704471,0.35512374999999885
69,mp-1017546,ZrN,238.0,231.0,91.0,0.31,2.06,52.61535,17.846653439192202,0.3416082325000005
70,mp-1017553,CdCo3N,186.0,186.0,91.0,0.29,1.61,61.78363166666667,14.574981991297028,0.03373803999999936
71,mp-1017554,CdNi3N,182.0,182.0,68.0,0.33,1.61,61.7037,13.490692740414394,0
72,mp-1017556,CuNi3N,196.0,196.0,60.0,0.35,1.49,45.415366666666664,14.499457821403697,0
73,mp-1017578,HfBRh3,239.0,239.0,105.0,0.3,2.08,97.40216666666667,18.257981844956042,0
74,mp-1017632,Ni3SnN,103.0,103.0,44.0,0.3,1.49,63.803366666666655,8.299436113079583,0.07801386851199954
75,mp-1018048,LaNiC2,130.0,120.0,75.0,0.24,1.95 ang,69.86985666666668,12.63630153536638,0
76,mp-1018050,CrC,346.0,338.0,241.0,0.21,1.66,32.0034,30.59981168671809,0.0796021720833302
77,mp-1018142,NbN,227.0,227.0,16.0,0.46,1.98,53.45654,21.677935866309873,0.42023565999999946
78,mp-1018157,CrN,205.0,205.0,62.0,0.35,1.66,33.0014,14.521776336960949,0.030874920000000472
79,mp-1018164,PtC,209.0,209.0,14.0,0.46,1.77,103.54735,21.46411771180317,0.9101787899999998
80,mp-10185,Mg3ZnC,70.0,70.0,34.0,0.29,1.45,33.908233333333335,4.895348333460653,0.29094847173975014
81,mp-1018629,YPd3C,151.0,151.0,6.0,0.45,2.12,69.11218333333333,20.656547260182997,0.4377890779999998
82,mp-1018635,ScPd3C,157.0,157.0,8.0,0.44,1.84,54.46220400000001,19.67991497154219,0.49883357399999895
83,mp-1018636,SnPd3C,131.0,131.0,40.0,0.36,1.69,79.0469,9.53303205967433,0.534188293999998
84,mp-1018643,YBPd3,192.0,192.0,7.0,0.46,2.12,68.71228333333333,25.359728779957088,0.09071025336363725
85,mp-1018718,HfTa2N3,257.0,235.0,93.0,0.31,2.08,124.48152666666668,20.537371857180297,0.406127347222224
86,mp-1018849,OsN,321.0,321.0,124.0,0.32,1.85,102.11834999999999,22.937894398243024,0.4613073721433345
87,mp-1018850,OsC2,371.0,353.0,189.0,0.26,1.85,101.12035,29.81232455529851,0.5784825283333337
88,mp-1019052,ReN,368.0,368.0,175.0,0.29,1.88,100.10685,26.525495103502067,0
89,mp-1019054,ReC2,349.0,334.0,190.0,0.26,1.88,99.10884999999999,27.594397573647257,0.4479668441666682
90,mp-1019055,ReN2,380.0,380.0,248.0,0.23,1.88,100.10685,31.7952790517448,0.4953656792066674
91,mp-1019272,TaN2,264.0,245.0,143.0,0.26,2.0,97.47729,22.004684283860783,0.4379679441800004
92,mp-10196,Ta2N,273.0,272.0,114.0,0.31,2.0,97.47729,20.065052236605254,0.11325217000000087
93,mp-10247,U2CrN3,231.0,221.0,97.0,0.3,1.75 ang,101.34390333333334,18.353830290998943,0
94,mp-1024999,HoCr2Si2C,161.0,159.0,110.0,0.22,1.75 ang,64.255655,16.08988047855243,0
95,mp-1025123,UNi2B2C,209.0,208.0,82.0,0.31,1.75 ang,79.88600249999999,16.414170679654482,0
96,mp-1025170,Ti3B4,226.0,224.0,211.0,0.14,1.76,29.339,32.05157690592949,0
97,mp-1025181,Tm2Cr2C3,167.0,166.0,72.0,0.3,2.22,77.64700333333333,13.149716459278872,0
98,mp-1025192,Ta4C3,296.0,296.0,127.0,0.31,2.0,96.47928999999999,21.195947099247775,0.13348866857142738
99,mp-1025205,Y2Re2Si2C,150.0,149.0,69.0,0.29,2.12,78.8022625,12.157959603600263,0
100,mp-1025262,Sm2Fe2Si2C,130.0,126.0,66.0,0.26,2.38,61.5753,11.63310800079629,0
101,mp-1025264,U2W2C3,201.0,188.0,96.0,0.28,1.93,144.62653666666668,16.945466119225244,0.13990459928571575
102,mp-1025266,Tb2Cr2C3,150.0,149.0,63.0,0.3,2.25,74.31071666666666,11.990515472273744,0
103,mp-1025285,Ce2Re2Si2C,122.0,119.0,56.0,0.29,1.88,91.6048,10.08045349382578,0
104,mp-1025316,Ho2Fe2Si2C,130.0,128.0,80.0,0.23,1.75 ang,65.21788,13.061903499983513,0
105,mp-1025323,Dy2Cr2C3,150.0,148.0,64.0,0.3,2.28,75.50226666666667,11.8989528037592,0
106,mp-1025339,Y2Fe2Si2C,127.0,124.0,79.0,0.23,2.12,46.211762500000006,12.243192483132448,0
107,mp-1025354,Er2Fe2Si2C,139.0,138.0,81.0,0.25,2.26,65.80005,12.367274534012667,0
108,mp-1025357,Lu2Fe2Si2C,142.0,141.0,82.0,0.25,2.17,67.72705,12.744129415082062,0
109,mp-1025372,Y2Cr2C3,162.0,160.0,69.0,0.3,2.12,50.970883333333326,12.510884029564922,0
110,mp-1025441,Ta2AlC,194.0,194.0,120.0,0.24,2.0,73.31337286666667,17.506675808104738,0
111,mp-1025497,AlV2C,171.0,171.0,130.0,0.19,1.71,29.977912866666667,18.927516744801643,0
112,mp-10255,Nb3B4,274.0,274.0,196.0,0.21,1.98,51.858689999999996,25.559317966207118,0
113,mp-1025517,Ti2InN,138.0,137.0,84.0,0.24,1.76,58.89723333333333,12.972313266338316,0
114,mp-1025550,Ti2GaN,159.0,159.0,109.0,0.22,1.76,43.865566666666666,15.550818866331968,0
115,mp-10266,ZnFe3C,213.0,213.0,102.0,0.29,1.56,44.42156666666667,16.377203891039322,0.022832957444443913
116,mp-10270,ScCo3C,214.0,214.0,96.0,0.3,1.84,38.633269,15.555517251924071,0
117,mp-10271,ZnCo3C,217.0,217.0,109.0,0.28,1.52,45.450965,17.184104330153907,0.0038301765454535897
118,mp-1029251,LiRuN,107.0,103.0,50.0,0.27,1.78,40.67256666666666,9.413575220404867,0
119,mp-1029258,Ca(ZnN)2,121.0,120.0,79.0,0.23,1.94,39.83123333333334,11.359240928012037,0
120,mp-1029262,VZn2N3,153.0,152.0,60.0,0.32,1.71,43.452400000000004,11.348308654091094,0
121,mp-1029267,CaZrN2,163.0,162.0,122.0,0.2,2.06,48.43623333333334,17.284284440592415,0
122,mp-1029293,CsVN2,104.0,104.0,41.0,0.32,2.98,65.9512173,7.326481790432172,0
123,mp-1029312,RbVN2,55.0,55.0,34.0,0.23,2.65,50.138666666666666,4.644311149760265,0
124,mp-1029330,Hf2SeN2,160.0,159.0,80.0,0.28,2.08,90.48556666666667,13.18076663011239,0
125,mp-1029334,Zn2SbN3,132.0,132.0,63.0,0.29,1.42,67.05856666666666,10.7960904770825,0.0035206096033331136
126,mp-1029337,Zr2SeN2,148.0,147.0,73.0,0.28,2.06,61.396899999999995,12.058775662687781,0.014037639999997964
127,mp-1029338,LiV2N3,150.0,146.0,56.0,0.29,1.71,23.963066666666666,12.58217536656621,0
128,mp-1029349,Y4Se3N2,71.0,67.0,35.0,0.27,2.12,60.62418333333333,5.72871155933117,0
129,mp-1029359,CaHfN2,171.0,170.0,130.0,0.19,2.08,77.5249,19.64500651037517,0
130,mp-1029368,Mg2VN3,132.0,123.0,51.0,0.31,1.71,29.751066666666663,10.105437381948803,0
131,mp-1029374,BaTiN2,146.0,144.0,88.0,0.24,2.53,66.40023333333333,13.432591291721023,0.3394790333333324
132,mp-1029395,LiCrN2,86.0,84.0,46.0,0.26,1.67,24.3146,7.017248655436028,0.019616299416669314
133,mp-1029396,SrHfN2,116.0,116.0,38.0,0.33,2.19,93.37223333333334,9.210283784405716,0
134,mp-1029407,NaCrN2,76.0,76.0,34.0,0.29,1.9,29.66418976,5.401293720056945,0
135,mp-1029408,Mg2NbN3,123.0,115.0,46.0,0.32,1.98,43.73936,9.204495515207704,0.03355510333333367
136,mp-1029422,NbZn2N3,139.0,139.0,53.0,0.33,1.98,57.440693333333336,9.989354643776673,0
137,mp-1029442,Mg2TaN3,125.0,120.0,51.0,0.31,2.0,73.08652666666667,9.743159463048334,0
138,mp-1029448,Li5OsN4,70.0,69.0,37.0,0.27,1.85,70.39256666666667,5.460644143456335,0
139,mp-1029458,Zn2CrN3,152.0,152.0,59.0,0.33,1.66,43.80393333333333,10.845888242464456,0
140,mp-1029469,ZnSnN2,133.0,133.0,64.0,0.29,1.45,66.0419,10.806139125924473,0
141,mp-1029498,Li6CrN4,86.0,85.0,72.0,0.17,1.67,24.3146,11.31194215899482,0
142,mp-1029502,Ba(NbN2)2,31.0,31.0,28.0,0.15,2.53,81.41336,4.151273748233983,0
143,mp-1029520,Mg2CrN3,134.0,112.0,42.0,0.33,1.66,30.102599999999995,10.56285531603165,0
144,mp-1029531,Sr3ReN3,59.0,59.0,28.0,0.29,2.19,95.94456666666667,3.932021743484473,0
145,mp-1029536,MgZrN2,151.0,148.0,57.0,0.3,2.06,43.17856666666666,12.324535615082747,0.02816529875000029
146,mp-1029542,Na6MoN4,53.0,53.0,36.0,0.22,1.9,44.31215642666667,4.66739204932756,0.030057479318180924
147,mp-1029550,Ca2CrN3,95.0,93.0,21.0,0.35,1.94,35.36026666666667,7.923276385665606,0
148,mp-1029574,Na5OsN4,40.0,40.0,14.0,0.33,1.9,75.74215642666665,1.5467673469241765,0.016061584250001815
149,mp-1029580,Sr4ZrN4,73.0,69.0,25.0,0.32,2.19,64.28356666666666,5.374475280444116,0
150,mp-1029592,Li3YN2,81.0,81.0,42.0,0.27,2.12,36.61785,6.187858782566668,0
151,mp-1029595,Na3OsN2,41.0,41.0,20.0,0.28,1.9,75.74215642666665,2.0794643062716993,0
152,mp-1029616,Ba(TaN2)2,41.0,41.0,25.0,0.24,2.53,110.76052666666668,2.739837650873012,0
153,mp-1029640,Ba3OsN3,48.0,48.0,26.0,0.27,2.53,113.85456666666668,2.9493248377966914,0
154,mp-1029652,Y3Si6N11,143.0,142.0,90.0,0.23,2.12,43.66601666666667,13.509862933068574,0
155,mp-1029655,Sr3WN3,57.0,56.0,30.0,0.27,2.19,95.15556666666669,4.080848296869252,0
156,mp-1029656,Na6WN4,55.0,54.0,37.0,0.22,1.93,73.61215642666666,5.111710947268421,0.01779171954545422
157,mp-1029659,Ca3FeN3,77.0,76.0,46.0,0.25,1.94,36.643233333333335,6.279072885874118,0
158,mp-1029660,Ca4ZrN4,87.0,86.0,38.0,0.3,2.06,48.43623333333334,6.367974220434027,0
159,mp-1029702,MgTiN2,162.0,161.0,65.0,0.29,1.76,28.72623333333333,13.181341690190214,0.023152481249999468
160,mp-1029719,Ca3MoN3,57.0,56.0,18.0,0.32,1.94,50.00823333333333,3.9460933882980864,0
161,mp-1029730,Ca4HfN4,89.0,88.0,39.0,0.3,2.08,77.5249,6.770570066857784,0
162,mp-1029737,Ca4VN4,88.0,87.0,42.0,0.28,1.94,35.00873333333333,6.799553791481282,0.0417584838888887
163,mp-1029739,Li6FeN4,84.0,83.0,69.0,0.17,1.67,25.597566666666665,11.20979108156356,0
164,mp-1029750,Sr3RuN3,62.0,61.0,35.0,0.26,2.19,67.56556666666667,4.688172863963798,0
165,mp-1029779,ZnGeN2,150.0,147.0,74.0,0.29,1.42,50.685233333333336,11.929879084282865,0.06859042374999991
166,mp-1029782,Ca3W3N5,112.0,108.0,46.0,0.31,1.94,79.30823333333333,8.69826353339109,0.0026632931818149075
167,mp-1029799,Sr4TiN4,73.0,73.0,30.0,0.3,2.19,49.83123333333333,5.266292444788361,0
168,mp-1029826,Li6OsN4,85.0,83.0,64.0,0.2,1.85,70.39256666666667,9.581884260468836,0
169,mp-1029834,HfMgN2,158.0,155.0,62.0,0.29,2.08,72.26723333333334,13.781468968286633,0
170,mp-1029878,SrMnN2,95.0,90.0,22.0,0.36,2.19,52.18824833333333,7.498132536212804,0
171,mp-1029903,LiNbN2,120.0,104.0,50.0,0.28,1.98,37.95136,10.498301175912376,0
172,mp-1029932,LiVN2,82.0,79.0,44.0,0.26,1.71,23.963066666666666,6.580691480052929,0
173,mp-1032,Ta2B,244.0,244.0,177.0,0.21,2.0,95.87944,23.87102975561276,0.03293755416664901
174,mp-10322,BaHfN2,107.0,101.0,39.0,0.32,2.53,109.94123333333334,8.394565814344443,0
175,mp-10343,Sc2BC2,139.0,137.0,51.0,0.28,1.84,22.592537333333336,12.17490361973662,0
176,mp-10371,Cr2GaN,173.0,170.0,78.0,0.3,1.66,45.24193333333333,13.221550968360331,0.040306614999999546
177,mp-10373,Cr3PdN,225.0,225.0,132.0,0.25,1.69,57.474266666666665,19.291292774545255,0.07799104533333434
178,mp-10374,Cr3PtN,267.0,267.0,155.0,0.25,1.77,87.02893333333334,22.68334863458555,0
179,mp-10398,HoNi4B,153.0,153.0,76.0,0.29,1.75 ang,78.14490666666667,12.08978971098785,0
180,mp-10413,AgB(CN)4,33.0,33.0,3.0,0.44,1.65,36.174150000000004,1.7399250593568611,0.42905377145266677
181,mp-10463,YCo4B,166.0,163.0,58.0,0.34,2.12,52.88334833333334,11.71952541963521,0.030848334583335024
182,mp-10600,La3AlC,61.0,61.0,33.0,0.27,1.95 ang,59.299236199999996,4.3361646068191515,0.034520870166665496
183,mp-10601,Y3GaC,79.0,79.0,64.0,0.18,2.12,56.87985,9.935279839377396,0
184,mp-10608,Y3SnC,82.0,82.0,62.0,0.2,2.12,73.20885,9.13357011358729,0
185,mp-10611,La3PbC,69.0,69.0,47.0,0.22,1.95 ang,119.37205666666665,6.906049446322227,0
186,mp-10675,Ti3AlN,163.0,163.0,42.0,0.37,1.76,29.618412866666663,11.416418747045116,0.016370362666664917
187,mp-10700,MgNi3C,176.0,176.0,52.0,0.35,1.49,31.669700000000002,13.03200817165215,0.01425713624999947
188,mp-10706,ZrRu3C,257.0,257.0,156.0,0.25,2.06,68.10156666666666,21.047161635591635,0
189,mp-10712,ScRh3C,215.0,215.0,90.0,0.32,1.84,53.290704000000005,15.14628456993975,0
190,mp-10721,Ti2C,139.0,139.0,71.0,0.26,1.76,29.93885,12.0050842208072,0
191,mp-10732,ThTaN3,242.0,242.0,129.0,0.27,2.0,142.33088,19.815444328218362,0.23132236950000085
192,mp-1077,B2Ru,288.0,283.0,159.0,0.25,1.78,55.9405,24.14053535971569,0
193,mp-1084,ZrB12,233.0,233.0,194.0,0.17,2.06,51.0175,27.496167271787435,0.015870875128205064
194,mp-1086,TaC,324.0,324.0,208.0,0.23,2.0,96.47928999999999,28.12254840936582,0
195,mp-10969,CdCN2,93.0,80.0,21.0,0.37,1.61,46.1428,7.306060352099177,0
196,mp-1097,TaB,267.0,266.0,210.0,0.18,2.0,95.87944,30.056799293245092,0
197,mp-1108,TaB2,303.0,301.0,197.0,0.23,2.0,95.87944,26.529481813744198,0
198,mp-1113,BW2,330.0,330.0,152.0,0.3,1.93,97.3255,23.52012244098409,0
199,mp-1145,TiB2,256.0,251.0,250.0,0.13,1.76,29.339,37.88654111678491,0
200,mp-11583,Zr2SN2,160.0,159.0,68.0,0.31,2.06,45.765233333333335,11.67052896165143,0
201,mp-11596,PrBPt3,156.0,155.0,57.0,0.33,2.47,115.60088333333333,11.779471610230095,0
202,mp-11597,NdBPt3,160.0,159.0,57.0,0.33,2.06,116.71233333333333,12.35486579238434,0
203,mp-11661,Zr3N4,195.0,195.0,111.0,0.26,2.06,52.61535,15.940136625824183,0.04505656285714288
204,mp-11705,Dy2Fe2Si2C,128.0,125.0,79.0,0.23,2.28,64.6103,12.600224606162817,0
205,mp-11750,Ti6Si2B,149.0,148.0,102.0,0.22,1.76,28.921166666666664,14.201993916220376,0
206,mp-12061,Lu(FeB)2,150.0,147.0,33.0,0.29,2.17,80.54100000000001,17.32835457400686,0
207,mp-12075,Tb(FeB)2,123.0,123.0,72.0,0.25,2.25,75.19378333333334,11.05143712738734,0
208,mp-12077,Y(FeB)2,120.0,120.0,73.0,0.24,2.12,51.853950000000005,11.049600668722006,0
209,mp-12120,FeN,280.0,273.0,163.0,0.25,1.56,34.92585,22.74586762911997,0.34965056749999945
210,mp-12335,MnCN2,105.0,86.0,27.0,0.35,1.61,26.98514833333333,8.272215500644549,0.06427520440499812
211,mp-12537,Ti2GaC,139.0,139.0,108.0,0.19,1.76,43.20023333333334,16.006037609351658,0
212,mp-12572,CaPd3C,115.0,115.0,7.0,0.45,1.94,52.836233333333325,13.24767105567951,0.23726772399999874
213,mp-12737,YB2Rh2C,202.0,202.0,41.0,0.39,2.12,53.65826249999999,15.005939070266125,0.0063786277777717615
214,mp-1279,TaN,307.0,306.0,180.0,0.25,2.0,97.47729,25.21863573925654,0
215,mp-1282,VC,307.0,307.0,203.0,0.23,1.71,31.4761,25.125283647724252,0.08783259555555745
216,mp-12906,Sr3CrN3,52.0,48.0,31.0,0.24,2.19,51.207600000000006,4.097334895022579,0
217,mp-12954,CuBS2,114.0,114.0,60.0,0.27,1.45,35.474,9.585988774212028,0
218,mp-12965,ErNi4B,160.0,160.0,78.0,0.29,2.26,78.92113333333333,12.487430319494651,0
219,mp-12990,Ti2AlC,137.0,137.0,112.0,0.18,1.76,28.953079533333334,16.21223107899415,0
220,mp-13070,Sc2AlC,86.0,86.0,53.0,0.24,1.84,27.982716866666667,7.419603124999826,0.09967529890625304
221,mp-13071,Sc2TlC,80.0,79.0,49.0,0.23,1.84,87.11663733333332,8.020910226122032,0.010411887500000105
222,mp-13099,YN,115.0,115.0,35.0,0.35,2.12,51.456275,8.258307933194923,0.2477099099999993
223,mp-13117,CuN,206.0,206.0,26.0,0.44,1.45,38.77635,16.578472253961863,0.7844672088100006
224,mp-13126,ZrN,200.0,199.0,63.0,0.33,2.06,52.61535,15.36241098217936,0.4469147249999992
225,mp-13136,WC,365.0,365.0,142.0,0.32,1.93,97.92535000000001,25.250762736409733,0.44765906499999986
226,mp-13137,Hf2CS,177.0,177.0,122.0,0.22,2.08,74.18856666666666,17.304909188393474,0
227,mp-13154,Fe3C,198.0,198.0,89.0,0.3,1.56,33.92785,14.770905513262226,0.055190436250001085
228,mp-13263,Ce2Mo2C3,141.0,133.0,78.0,0.25,1.9,82.6889,13.21597682603162,0
229,mp-1334,Y2C,63.0,60.0,26.0,0.28,2.12,50.458275,5.044751075289911,0
230,mp-1352,ZrN,247.0,247.0,137.0,0.26,2.06,52.61535,19.736665028583502,0
231,mp-14019,NiB,262.0,257.0,109.0,0.31,1.49,34.7522,18.874535996639153,0.0031307567708331874
232,mp-14344,Yb2(NiB2)3,158.0,158.0,117.0,0.2,2.22,80.84813333333334,17.295814950314195,0.052388625934748134
233,mp-1459,TaN,338.0,337.0,236.0,0.21,2.0,97.47729,31.42509522081719,0.027869393333334713
234,mp-1472,ZrB2,238.0,237.0,223.0,0.14,2.06,51.0175,33.87420397597833,0
235,mp-14753,Li7TaN4,83.0,83.0,62.0,0.19,2.0,67.29852666666666,10.123991473769998,0
236,mp-14763,Ca3MnN3,88.0,88.0,50.0,0.26,1.94,36.340915,7.034575476091842,0.010065444678564184
237,mp-14827,Li7NbN4,82.0,82.0,61.0,0.19,1.98,37.95136,9.70921754795709,0
238,mp-1491,VB2,289.0,282.0,239.0,0.17,1.71,30.87625,32.17222244839584,0
239,mp-1497,TaN,284.0,266.0,133.0,0.28,2.0,97.47729,22.59751812220633,0.4515790083333364
240,mp-15226,CrWN2,262.0,262.0,139.0,0.27,1.93,83.28093333333332,20.83746450714966,0.15772873875000037
241,mp-1542,YB2,164.0,164.0,151.0,0.15,2.12,49.858425,23.28333380134967,0
242,mp-1552,Mo2C,294.0,294.0,148.0,0.28,1.9,53.97535,21.776204625561363,0
243,mp-15617,Cr5B3,291.0,291.0,195.0,0.23,1.66,31.40355,24.076841171366794,0
244,mp-15660,Nb4C3,289.0,289.0,141.0,0.29,1.98,52.45854,20.60998414009412,0.16663047321428515
245,mp-15661,Sc4C3,112.0,112.0,66.0,0.25,1.84,28.483306,9.434074283048753,0
246,mp-15722,Fe2B4Mo,308.0,308.0,172.0,0.26,1.9,54.19866666666667,23.8340208542093,0.02699619928571373
247,mp-15799,NbN,298.0,292.0,152.0,0.27,1.98,53.45654,22.88116771199178,0.2058320462500003
248,mp-1580,NbN,305.0,305.0,105.0,0.31,1.98,53.45654,23.05487847764826,0.20702062500000018
249,mp-15805,Mn3ZnN,195.0,195.0,110.0,0.26,1.61,44.78458166666667,16.307848670660682,0
250,mp-15809,Cr2B,289.0,289.0,183.0,0.24,1.66,31.40355,23.198292841169767,0.0008972433333340746
251,mp-16290,ZnNi3C,190.0,190.0,52.0,0.36,1.49,45.37103333333334,14.28294234790029,0.041929141999998976
